file,Column2,name,chinese_desc
3countb,Chinese Name,火线摔跤 (NGM-043 ~ NGH-043),3计数Bout是一个一对一的战斗游戏。从十个有自己力量攻击的摔跤手中选择。比赛有十轮，每轮都有你和其他摔跤手战斗，这些摔跤手比以前的要艰难得多。你通过咬、踢和执行其他动作来击败每一个人，达到他们的伤害计是空的。但仅仅因为它是空的并不意味着你赢了。你得把他钉在臭名昭著的三数上。还具有竞争游戏和标签比赛战斗。
3countba,Long Name,火线摔跤 (NGM-043),3计数Bout是一个一对一的战斗游戏。从十个有自己力量攻击的摔跤手中选择。比赛有十轮，每轮都有你和其他摔跤手战斗，这些摔跤手比以前的要艰难得多。你通过咬、踢和执行其他动作来击败每一个人，达到他们的伤害计是空的。但仅仅因为它是空的并不意味着你赢了。你得把他钉在臭名昭著的三数上。还具有竞争游戏和标签比赛战斗。
3in1semi,Chinese Name,新超男 (3-in-1 with Cookie & Bibi & HyperMan),三款游戏，包括“新超级人”、“超级人”和“饼干和比比斯”。
3in1semia,Long Name,新超男 (3-in-1 with Cookie & Bibi & HyperMan) (set 2),三款游戏，包括“新超级人”、“超级人”和“饼干和比比斯”。
3kokushi,Chinese Name,三刻志 (日版),"三国石是一个成人上海纸牌游戏。与标准麻将纸牌游戏不同，瓷砖是三人一组拆除的。这些组可以由三个匹配的磁贴组成，或数字集1-3、4-6或7-9组成。目标是找到舞台开始时显示的四组，三组瓦片，并在计时器用完之前将它们从游戏板中删除。

选择磁贴时，其他磁贴将亮起。数字序列中的磁贴显示为粉红色，匹配的磁贴显示为橙色。玩家可以通过选择屏幕上的帮助按钮来请求提示，该按钮将点亮当时可以从板上删除的所有瓷砖。还有一个返回按钮，玩家可以选择该按钮将磁贴返回到屏幕上。

每个阶段的背景图像都是一个女孩的图像。每个女孩都有两个背景图像，第二张图像显示女孩露上身。一旦玩家删除了舞台的四个磁贴组，板就会被清除，玩家可能会看到整个图像。

在完成一个阶段后，玩家可以使用他所获得的积分来购买能量，如额外的提示或更快的光标。

一旦计时器用完，或者玩家不能合法地移除更多的瓷砖，游戏就结束了，而且棋盘被“僵局”。继续后，玩家可以选择玩相同的板或玩不同的板。"
3on3dunk,Chinese Name,"3 对 3 疯狂灌篮 (美版, 原型版? 1997/02/04)",3对3扣篮疯狂是一场“NBA果酱”一样的篮球比赛
3stooges,Chinese Name,三个傀儡 (第 1 套),"这三个走马走马正在寻找他们的未婚妻，被疯狂科学家绑架。看着美术馆，他们很快就把它变成了灾区！
在所有房间里，走走走人需要摧毁家具，找到3把隐藏的钥匙，可以打开出口。用他们的锤子，莫，拉里和卷毛砰的一声离开了！
干扰社交名流和警察的处理方式是典型的走马走龙：一巴掌，一锤子打着头，或者永远可靠的奶油派。
奖金回合：在你收集出口的三把钥匙时，避免歌剧歌手的酸酸的音符。也小心警察！
在疯狂科学家的实验室里，走马角救了第一未婚妻科拉。这让诺拉和朵拉仍然处于危险之中！让游戏继续！

不要错过今年夏天的大视频！

让拉里，莫伊和卷毛把他们的欢闹和受欢迎程度带到您的游戏地点！每个球员都会想成为他最喜欢的吝啬人！同时三个玩家也意味着更高的盈利能力！
请致电您的Mylstar分销商，了解有关获得您的三个走马者视频游戏的详细信息！"
3stoogesa,Chinese Name,三个傀儡 (第 2 套),"这三个走马走马正在寻找他们的未婚妻，被疯狂科学家绑架。看着美术馆，他们很快就把它变成了灾区！
在所有房间里，走走走人需要摧毁家具，找到3把隐藏的钥匙，可以打开出口。用他们的锤子，莫，拉里和卷毛砰的一声离开了！
干扰社交名流和警察的处理方式是典型的走马走龙：一巴掌，一锤子打着头，或者永远可靠的奶油派。
奖金回合：在你收集出口的三把钥匙时，避免歌剧歌手的酸酸的音符。也小心警察！
在疯狂科学家的实验室里，走马角救了第一未婚妻科拉。这让诺拉和朵拉仍然处于危险之中！让游戏继续！

不要错过今年夏天的大视频！

让拉里，莫伊和卷毛把他们的欢闹和受欢迎程度带到您的游戏地点！每个球员都会想成为他最喜欢的吝啬人！同时三个玩家也意味着更高的盈利能力！
请致电您的Mylstar分销商，了解有关获得您的三个走马者视频游戏的详细信息！"
3wonders,Chinese Name,奇迹三合一 (世界版 910520),"三大奇迹包含三个游戏，玩家可以选择：

午夜流浪者：探索战车-一个平台游戏，玩家控制一个叫卢的霍比特人和他的旅伴湿婆，跑，爬，和射击敌人。
战车：穿越天空的冒险-一个射击游戏，以午夜流浪者的角色为特色，但在一个格拉迪厄斯风格的游戏。
不要拉-一个类似于埃格兰系列、彭戈和Capcom自己的益智游戏海盗船Higemaru等游戏的益智游戏。它涉及到玩家控制一只叫唐（玩家1）的兔子或一只叫拉（玩家2）的松鼠，推块压碎怪物。"
3wondersb,Chinese Name,奇迹三合一 (盗版),"三大奇迹包含三个游戏，玩家可以选择：

午夜流浪者：探索战车-一个平台游戏，玩家控制一个叫卢的霍比特人和他的旅伴湿婆，跑，爬，和射击敌人。
战车：穿越天空的冒险-一个射击游戏，以午夜流浪者的角色为特色，但在一个格拉迪厄斯风格的游戏。
不要拉-一个类似于埃格兰系列、彭戈和Capcom自己的益智游戏海盗船Higemaru等游戏的益智游戏。它涉及到玩家控制一只叫唐（玩家1）的兔子或一只叫拉（玩家2）的松鼠，推块压碎怪物。"
3wondersh,Chinese Name,奇迹三合一 (修改版),"三大奇迹包含三个游戏，玩家可以选择：

午夜流浪者：探索战车-一个平台游戏，玩家控制一个叫卢的霍比特人和他的旅伴湿婆，跑，爬，和射击敌人。
战车：穿越天空的冒险-一个射击游戏，以午夜流浪者的角色为特色，但在一个格拉迪厄斯风格的游戏。
不要拉-一个类似于埃格兰系列、彭戈和Capcom自己的益智游戏海盗船Higemaru等游戏的益智游戏。它涉及到玩家控制一只叫唐（玩家1）的兔子或一只叫拉（玩家2）的松鼠，推块压碎怪物。"
3wondersha,Long Name,"奇迹三合一 (bootleg set 3, wonder 3 910520 etc)","三大奇迹包含三个游戏，玩家可以选择：

午夜流浪者：探索战车-一个平台游戏，玩家控制一个叫卢的霍比特人和他的旅伴湿婆，跑，爬，和射击敌人。
战车：穿越天空的冒险-一个射击游戏，以午夜流浪者的角色为特色，但在一个格拉迪厄斯风格的游戏。
不要拉-一个类似于埃格兰系列、彭戈和Capcom自己的益智游戏海盗船Higemaru等游戏的益智游戏。它涉及到玩家控制一只叫唐（玩家1）的兔子或一只叫拉（玩家2）的松鼠，推块压碎怪物。"
3wondersr1,Chinese Name,奇迹三合一 (世界版 910513),"三大奇迹包含三个游戏，玩家可以选择：

午夜流浪者：探索战车-一个平台游戏，玩家控制一个叫卢的霍比特人和他的旅伴湿婆，跑，爬，和射击敌人。
战车：穿越天空的冒险-一个射击游戏，以午夜流浪者的角色为特色，但在一个格拉迪厄斯风格的游戏。
不要拉-一个类似于埃格兰系列、彭戈和Capcom自己的益智游戏海盗船Higemaru等游戏的益智游戏。它涉及到玩家控制一只叫唐（玩家1）的兔子或一只叫拉（玩家2）的松鼠，推块压碎怪物。"
3wondersu,Chinese Name,奇迹三合一 (美版 910520),"三大奇迹包含三个游戏，玩家可以选择：

午夜流浪者：探索战车-一个平台游戏，玩家控制一个叫卢的霍比特人和他的旅伴湿婆，跑，爬，和射击敌人。
战车：穿越天空的冒险-一个射击游戏，以午夜流浪者的角色为特色，但在一个格拉迪厄斯风格的游戏。
不要拉-一个类似于埃格兰系列、彭戈和Capcom自己的益智游戏海盗船Higemaru等游戏的益智游戏。它涉及到玩家控制一只叫唐（玩家1）的兔子或一只叫拉（玩家2）的松鼠，推块压碎怪物。"
3x3puzzl,Chinese Name,美女智力三合一 (商业版),3个逻辑游戏的“热”汇编
3x3puzzla,Chinese Name,美女智力三合一 (普通版),3个逻辑游戏的“热”汇编
4dwarrio,Chinese Name,四次元战士 (315-5162),4D勇士队是一个奇怪的深空射击他们，显然有一个第四维度。游戏是一个侧滚动射击游戏，在其中你控制一个喷气背包推进的太空战士，谁在平行宇宙和虫洞之间旅行在整个游戏。通过飞越运动场的顶部，你最终会进入一个交替的宇宙。你来回旅行击败敌人，直到你到达一个老板生物。在某些情况下，一个虫洞会出现在比赛场地的中央，你会被带到甚至陌生的世界。
4enraya,Chinese Name,四连线 (第 1 套),来自西班牙的益智游戏。垂直、水平或对角线将你的作品4排成一排。你也可以射击对手的棋子来取消他们的轮到。
4enrayaa,Chinese Name,四连线 (第 2 套),来自西班牙的益智游戏。垂直、水平或对角线将你的作品4排成一排。你也可以射击对手的棋子来取消他们的轮到。
4in1,Chinese Name,欢乐四合一 ,这个多游戏系统让您从四个不同的游戏中选择：“银河队”、“争球Pt2”、“加拉仙Pt5”和“幽灵屠夫Pt3”。
4in1boot,Chinese Name,"益智游戏王 (PacMan 2, Tetris, HyperMan 2, 雪人兄弟)",4个游戏汇编：吃豆人2，俄罗斯方块，超级人2和雪兄弟。
4play,Long Name,4 player input test,
600,Chinese Name,乌龟冒险 600 ,帮助海龟把它们的孩子带到安全的地方。小心邪恶的甲虫！
64street,Chinese Name,64 街 - 一个侦探的故事 (世界版),"瑞克，私家侦探
1939年10月第238号档案
绑架一个有钱人的女儿。

打败坏人，把他们扔进墙上！

里克和艾伦的侦探事务所在64街。他们有专门的机动来打败敌人。当你有麻烦的时候...呼吁合作伙伴加入游戏并帮助您。一个伟大的新动作游戏从Jaleco。"
64streetj,Chinese Name,"64 街 - 一个侦探的故事 (日版, 第 1 套)","瑞克，私家侦探
1939年10月第238号档案
绑架一个有钱人的女儿。

打败坏人，把他们扔进墙上！

里克和艾伦的侦探事务所在64街。他们有专门的机动来打败敌人。当你有麻烦的时候...呼吁合作伙伴加入游戏并帮助您。一个伟大的新动作游戏从Jaleco。"
